id,w,v
8139,26,56
8140,11,93
8141,41,49
8142,88,77
8143,62,40
8144,36,30
8145,22,13
8146,10,60
8147,63,26
8148,95,73
8149,45,62
8150,61,76
8151,49,63
8152,63,50
8153,8,41
8154,47,75
8155,32,57
8156,97,96
8157,37,7
8158,21,20
8159,71,18
8160,14,44
8161,19,8
8162,65,23
8163,47,44
8164,62,54
8165,26,18
8166,56,5
8167,4,8
8168,91,86
8169,70,71
8170,37,17
8171,57,16
8172,86,32
8173,25,95
8174,41,72
8175,51,23
8176,58,40
8177,70,99
8178,25,50
8179,62,93
8180,3,7
8181,66,1
8182,16,14
8183,84,60
8184,20,92
8185,35,70
8186,30,23
8187,20,56
8188,62,68
8189,48,18
8190,26,61
8191,61,24
8192,39,71
8193,2,99
8194,0,12
8195,32,71
8196,35,25
8197,74,19
8198,39,13
8199,33,16
8200,7,89
8201,9,33
8202,45,59
8203,14,22
8204,41,21
8205,7,52
8206,62,8
8207,99,73
8208,29,64
8209,4,52
8210,13,9
8211,84,35
8212,11,42
8213,10,47
8214,43,74
8215,70,56
8216,2,48
8217,24,26
8218,10,27
8219,71,78
8220,74,46
8221,61,73
8222,59,32
8223,69,78
8224,96,27
8225,15,10
8226,4,70
8227,91,25
8228,41,76
8229,29,66
8230,91,91
8231,56,75
8232,26,14
8233,69,47
8234,41,82
8235,66,76
8236,7,47
8237,90,96
8238,3,45
8239,20,30
8240,76,45
8241,40,57
8242,25,86
8243,97,33
8244,75,19
8245,7,92
8246,94,94
8247,54,99
8248,64,77
8249,24,69
8250,66,49
8251,80,84
8252,23,40
8253,36,7
8254,68,20
8255,72,10
8256,69,48
8257,35,16
8258,84,41
8259,84,6
8260,27,5
8261,13,77
8262,50,2
8263,9,62
8264,99,75
8265,56,31
8266,97,7
8267,68,25
8268,67,18
8269,61,56
8270,37,91
8271,84,83
8272,43,47
8273,15,12
8274,97,15
8275,15,45
8276,7,52
8277,39,9
8278,2,64
8279,0,25
8280,14,55
8281,94,79
8282,62,0
8283,91,44
8284,81,84
8285,85,4
8286,46,57
8287,60,66
8288,30,59
8289,52,9
8290,0,49
8291,52,71
8292,61,88
8293,0,47
8294,10,91
8295,16,0
8296,91,10
8297,90,59
8298,69,68
8299,20,69
8300,46,91
8301,21,75
8302,15,7
8303,10,34
8304,26,50
8305,43,3
8306,45,78
8307,4,86
8308,99,47
8309,37,52
8310,82,23
8311,21,87
8312,9,75
8313,50,53
8314,78,76
8315,0,84
8316,2,62
8317,69,1
8318,8,63
8319,47,78
8320,63,95
8321,8,29
8322,64,67
8323,50,18
8324,96,83
8325,13,24
8326,10,24
8327,50,1
8328,15,66
8329,9,83
8330,29,87
8331,46,57
8332,26,5
8333,88,13
8334,41,36
8335,30,9
8336,70,82
8337,58,93
8338,74,74
8339,79,81
8340,92,23
8341,49,63
8342,34,91
8343,80,15
8344,23,44
8345,53,69
8346,15,57
8347,52,11
8348,92,36
8349,62,48
8350,46,39
8351,57,24
8352,73,12
8353,62,69
8354,69,53
8355,54,5
8356,63,72
8357,25,41
8358,42,15
8359,30,21
8360,40,12
8361,67,73
8362,2,35
8363,47,88
8364,37,84
8365,33,46
8366,3,6
8367,64,43
8368,2,92
8369,11,2
8370,66,20
8371,8,43
8372,81,81
8373,40,97
8374,74,45
8375,93,31
8376,78,54
8377,50,89
8378,83,36
8379,73,82
8380,70,88
8381,62,83
8382,8,4
8383,32,2
8384,79,46
8385,22,4
8386,26,17
8387,20,99
8388,82,46
8389,90,45
8390,82,28
8391,32,41
8392,45,98
8393,66,51
8394,59,32
8395,10,10
8396,94,68
8397,40,71
8398,6,58
8399,13,93
8400,98,75
8401,35,95
8402,92,82
8403,39,33
8404,38,7
8405,92,95
8406,3,36
8407,88,35
8408,50,49
8409,69,93
8410,17,60
8411,45,71
8412,44,85
8413,45,89
8414,23,58
8415,66,59
8416,50,22
8417,81,26
8418,59,15
8419,57,89
8420,85,17
8421,86,32
8422,87,41
8423,40,16
8424,31,90
8425,33,88
8426,56,15
8427,39,55
8428,58,13
8429,45,27
8430,68,87
8431,28,97
8432,22,43
8433,81,54
8434,69,42
8435,37,30
8436,91,71
8437,35,44
8438,36,72
8439,13,41
8440,61,86
8441,90,43
8442,62,89
8443,28,68
8444,35,7
8445,69,71
8446,34,53
8447,2,92
8448,4,7
8449,46,75
8450,13,53
8451,88,42
8452,25,45
8453,32,86
8454,32,88
8455,31,22
8456,44,7
8457,33,4
8458,66,3
8459,87,39
8460,75,60
8461,1,78
8462,95,33
8463,9,77
8464,51,92
8465,81,49
8466,98,99
8467,53,27
8468,17,92
8469,53,51
8470,73,9
8471,65,55
8472,85,7
8473,9,85
8474,16,4
8475,32,80
8476,45,18
8477,48,12
8478,73,26
8479,0,11
8480,47,25
8481,77,44
8482,82,93
8483,21,78
8484,1,43
8485,36,36
8486,41,16
8487,92,87
8488,18,82
8489,24,71
8490,43,0
8491,56,27
8492,43,32
8493,43,0
8494,7,60
8495,8,5
8496,44,71
8497,19,28
8498,0,38
8499,19,70
8500,39,6
8501,8,7
8502,98,52
8503,59,92
8504,45,6
8505,39,82
8506,93,63
8507,55,0
8508,32,3
8509,41,80
8510,16,91
8511,69,18
8512,62,80
8513,14,40
8514,8,6
8515,80,1
8516,29,70
8517,55,64
8518,23,53
8519,59,88
8520,0,65
8521,8,42
8522,61,94
8523,0,70
8524,9,38
8525,23,54
8526,74,40
8527,94,35
8528,81,75
8529,95,57
8530,42,57
8531,16,53
8532,33,66
8533,18,49
8534,76,55
8535,23,20
8536,49,91
8537,75,79
8538,92,16
8539,40,67
8540,0,25
8541,92,95
8542,28,87
8543,68,24
8544,53,93
8545,18,55
8546,86,16
8547,74,63
8548,13,38
8549,28,68
8550,68,83
8551,24,48
8552,91,58
8553,76,88
8554,44,54
8555,58,33
8556,34,96
8557,77,15
8558,50,38
8559,50,73
8560,90,16
8561,62,86
8562,9,38
8563,78,87
8564,28,7
8565,10,3
8566,57,92
8567,74,56
8568,21,20
8569,66,70
8570,26,23
8571,15,68
8572,3,32
8573,62,25
8574,20,63
8575,41,25
8576,73,2
8577,96,66
8578,93,68
8579,58,69
8580,2,8
8581,11,64
8582,18,35
8583,92,11
8584,37,76
8585,61,29
8586,30,35
8587,47,62
8588,0,84
8589,90,11
8590,38,93
8591,12,42
8592,48,91
8593,83,50
8594,35,48
8595,19,69
8596,94,49
8597,36,72
8598,75,87
8599,39,2
8600,66,35
8601,70,5
8602,61,62
8603,61,50
8604,47,88
8605,62,91
8606,20,21
8607,12,70
8608,24,29
8609,40,95
8610,19,16
8611,8,70
8612,30,55
8613,12,14
8614,33,56
8615,50,69
8616,4,20
8617,89,38
8618,41,5
8619,37,59
8620,69,57
8621,33,86
8622,94,33
8623,97,78
8624,82,78
8625,10,29
8626,74,36
8627,75,41
8628,29,60
8629,92,48
8630,46,42
8631,34,76
8632,43,63
8633,37,43
8634,7,95
8635,37,66
8636,87,46
8637,52,92
8638,40,79
8639,94,54
8640,29,78
8641,58,52
8642,78,3
8643,80,70
8644,47,43
8645,52,0
8646,51,10
8647,38,67
8648,75,8
8649,27,33
8650,16,20
8651,18,71
8652,56,55
8653,90,69
8654,87,35
8655,39,37
8656,4,43
8657,75,28
8658,93,68
8659,92,33
8660,73,93
8661,27,35
8662,68,83
8663,55,78
8664,92,12
8665,94,96
8666,35,33
8667,55,26
8668,27,33
8669,76,48
8670,77,40
8671,78,57
8672,85,3
8673,43,60
8674,62,86
8675,83,90
8676,57,48
8677,6,21
8678,66,45
8679,12,28
8680,83,74
8681,99,20
8682,79,49
8683,89,98
8684,22,3
8685,30,67
8686,71,58
8687,24,92
8688,43,98
8689,31,26
8690,44,62
8691,36,88
8692,84,19
8693,72,58
8694,27,45
8695,82,58
8696,2,7
8697,89,97
8698,86,40
8699,43,17
8700,56,33
8701,27,28
8702,10,53
8703,72,43
8704,49,78
8705,69,64
8706,81,38
8707,40,96
8708,6,30
8709,30,89
8710,17,26
8711,77,96
8712,6,33
8713,73,86
8714,3,79
8715,7,57
8716,81,72
8717,71,8
8718,16,46
8719,20,30
8720,41,5
8721,77,23
8722,96,82
8723,58,3
8724,40,54
8725,75,56
8726,86,88
8727,80,54
8728,48,90
8729,83,21
8730,93,60
8731,81,15
8732,44,10
8733,51,83
8734,99,88
8735,72,61
8736,22,54
8737,30,86
8738,29,20
8739,59,78
8740,32,2
8741,96,5
8742,64,64
8743,20,63
8744,46,22
8745,74,36
8746,74,14
8747,6,43
8748,95,86
8749,83,68
8750,78,91
8751,9,91
8752,28,10
8753,29,71
8754,0,10
8755,22,20
8756,32,2
8757,69,17
8758,98,81
8759,96,13
8760,86,87
8761,22,0
8762,73,90
8763,30,44
8764,81,13
8765,74,49
8766,24,95
8767,19,69
8768,91,4
8769,66,68
8770,81,71
8771,64,72
8772,50,91
8773,29,48
8774,47,59
8775,49,6
8776,18,55
8777,69,89
8778,2,6
8779,40,8
8780,15,85
8781,85,44
8782,91,69
8783,29,96
8784,47,44
8785,88,2
8786,24,48
8787,44,69
8788,68,84
8789,1,49
8790,25,15
8791,26,71
8792,24,74
8793,4,78
8794,21,73
8795,1,45
8796,39,73
8797,40,78
8798,14,77
8799,39,53
8800,92,82
8801,35,69
8802,65,15
8803,96,96
8804,28,73
8805,0,82
8806,59,92
8807,16,84
8808,18,34
8809,14,49
8810,7,28
8811,81,16
8812,98,93
8813,14,11
8814,45,9
8815,95,83
8816,27,19
8817,36,1
8818,88,42
8819,25,93
8820,76,67
8821,35,41
8822,89,94
8823,51,13
8824,50,9
8825,41,52
8826,18,37
8827,90,73
8828,36,6
8829,43,38
8830,48,19
8831,10,41
8832,78,94
8833,47,98
8834,25,61
8835,45,20
8836,51,45
8837,33,23
8838,39,57
8839,98,73
8840,99,10
8841,81,72
8842,63,98
8843,79,83
8844,62,51
8845,20,29
8846,75,86
8847,11,74
8848,10,31
8849,43,99
8850,93,63
8851,12,56
8852,97,3
8853,19,32
8854,85,42
8855,2,37
8856,41,34
8857,27,33
8858,62,31
8859,74,4
8860,82,45
8861,61,50
8862,22,55
8863,92,79
8864,52,27
8865,93,45
8866,54,0
8867,53,99
8868,86,81
8869,68,36
8870,47,72
8871,46,97
8872,56,16
8873,91,26
8874,24,54
8875,40,42
8876,1,14
8877,5,42
8878,69,60
8879,25,8
8880,94,61
8881,57,80
8882,89,56
8883,5,67
8884,90,96
8885,85,78
8886,97,64
8887,91,65
8888,52,8
8889,76,17
8890,35,13
8891,16,94
8892,60,0
8893,53,13
8894,81,35
8895,91,97
8896,98,53
8897,50,52
8898,95,40
8899,12,1
8900,49,11
8901,30,68
8902,24,64
8903,68,69
8904,5,2
8905,79,36
8906,65,16
8907,82,8
8908,30,23
8909,25,11
8910,32,8
8911,74,6
8912,54,4
8913,44,45
8914,14,55
8915,21,89
8916,99,99
8917,50,20
8918,94,15
8919,50,29
8920,23,39
8921,51,84
8922,32,97
8923,60,52
8924,46,41
8925,31,47
8926,19,98
8927,69,10
8928,88,25
8929,40,78
8930,8,37
8931,92,78
8932,8,79
8933,22,83
8934,92,50
8935,84,80
8936,78,70
8937,69,69
8938,6,54
8939,44,13
8940,78,0
8941,78,11
8942,51,21
8943,9,74
8944,87,40
8945,90,9
8946,52,11
8947,91,66
8948,80,47
8949,9,12
8950,55,35
8951,59,79
8952,79,56
8953,32,63
8954,70,11
8955,2,1
8956,93,15
8957,56,89
8958,50,57
8959,69,15
8960,7,50
8961,41,64
8962,37,0
8963,87,3
8964,16,79
8965,68,97
8966,97,93
8967,35,70
8968,92,35
8969,97,13
8970,56,54
8971,43,74
8972,91,19
8973,18,38
8974,94,79
8975,30,34
8976,67,66
8977,94,40
8978,37,88
8979,30,26
8980,78,60
8981,78,28
8982,16,12
8983,15,85
8984,58,29
8985,80,32
8986,11,33
8987,19,81
8988,72,87
8989,71,21
8990,69,18
8991,83,22
8992,57,80
8993,76,68
8994,75,19
8995,4,27
8996,4,21
8997,8,38
8998,95,72
8999,8,35
9000,78,66
9001,52,41
9002,1,55
9003,85,54
9004,99,71
9005,80,68
9006,17,38
9007,89,90
9008,60,60
9009,72,54
9010,23,2
9011,73,14
9012,52,38
9013,22,59
9014,93,18
9015,65,62
9016,86,20
9017,9,90
9018,5,93
9019,73,48
9020,71,71
9021,36,81
9022,89,95
9023,88,65
9024,92,87
9025,89,0
9026,33,4
9027,68,86
9028,56,0
9029,67,91
9030,92,54
9031,43,84
9032,84,45
9033,37,71
9034,83,78
9035,89,37
9036,17,96
9037,84,62
9038,56,10
9039,55,32
9040,74,20
9041,92,83
9042,9,54
9043,33,25
9044,10,70
9045,87,42
9046,51,78
9047,73,46
9048,3,5
9049,81,78
9050,47,2
9051,10,79
9052,30,33
9053,95,53
9054,4,95
9055,43,23
9056,16,28
9057,37,83
9058,3,11
9059,17,1
9060,8,60
9061,16,19
9062,14,84
9063,60,76
9064,42,74
9065,8,9
9066,58,89
9067,91,55
9068,38,83
9069,98,31
9070,0,56
9071,11,30
9072,3,25
9073,3,80
9074,15,27
9075,12,3
9076,45,91
9077,75,67
9078,41,95
9079,52,22
9080,31,42
9081,76,61
9082,54,88
9083,58,29
9084,1,88
9085,45,39
9086,60,31
9087,92,92
9088,79,38
9089,63,26
9090,30,14
9091,45,7
9092,45,61
9093,79,3
9094,4,60
9095,68,19
9096,1,4
9097,1,74
9098,28,78
9099,11,89
9100,12,39
9101,43,99
9102,84,83
9103,25,7
9104,93,4
9105,40,8
9106,10,85
9107,57,76
9108,31,85
9109,66,76
9110,95,26
9111,1,88
9112,12,5
9113,56,52
9114,20,31
9115,27,6
9116,93,1
9117,92,93
9118,52,72
9119,27,53
9120,19,73
9121,91,19
9122,72,7
9123,91,92
9124,97,16
9125,28,41
9126,18,97
9127,86,73
9128,60,0
9129,5,39
9130,87,48
9131,54,73
9132,2,88
9133,18,78
9134,97,19
9135,50,67
9136,71,72
9137,87,20
9138,45,12
9139,68,89
9140,30,24
9141,22,89
9142,29,9
9143,64,98
9144,69,21
9145,67,46
9146,63,92
9147,47,35
9148,25,87
9149,66,14
9150,29,39
9151,57,69
9152,55,37
9153,29,40
9154,7,61
9155,80,24
9156,18,52
9157,88,47
9158,64,91
9159,86,47
9160,67,80
9161,23,91
9162,38,19
9163,71,21
9164,52,2
9165,11,97
9166,41,9
9167,84,66
9168,49,89
9169,9,14
9170,88,41
9171,94,37
9172,82,25
9173,61,80
9174,44,66
9175,41,20
9176,42,66
9177,72,56
9178,78,50
9179,29,86
9180,1,77
9181,79,90
9182,81,31
9183,9,88
9184,23,18
9185,38,13
9186,30,68
9187,18,23
9188,8,77
9189,98,20
9190,35,22
9191,24,36
9192,86,78
9193,43,66
9194,5,96
9195,34,1
9196,26,5
9197,90,62
9198,6,76
9199,81,77
9200,87,3
9201,56,8
9202,91,87
9203,33,32
9204,81,58
9205,46,71
9206,23,72
9207,76,36
9208,55,65
9209,51,76
9210,82,33
9211,69,21
9212,78,54
9213,21,54
9214,90,1
9215,27,38
9216,44,89
9217,25,44
9218,82,37
9219,31,94
9220,17,56
9221,46,40
9222,38,23
9223,41,80
9224,70,45
9225,37,84
9226,92,98
9227,95,59
9228,73,38
9229,40,72
9230,59,63
9231,8,87
9232,30,42
9233,30,1
9234,91,50
9235,71,66
9236,1,10
9237,93,37
9238,98,79
9239,70,80
9240,49,25
9241,33,20
9242,69,54
9243,44,11
9244,59,15
9245,6,60
9246,51,15
9247,67,0
9248,17,69
9249,82,27
9250,90,90
9251,58,56
9252,47,32
9253,40,72
9254,97,73
9255,56,71
9256,46,82
9257,26,85
9258,24,61
9259,91,61
9260,20,24
9261,32,0
9262,24,1
9263,50,68
9264,73,55
9265,47,9
9266,2,14
9267,3,88
9268,69,14
9269,67,98
9270,85,96
9271,34,39
9272,79,74
9273,97,51
9274,89,39
9275,17,81
9276,68,10
9277,93,42
9278,45,27
9279,9,4
9280,66,31
9281,17,68
9282,65,37
9283,91,9
9284,13,97
9285,5,31
9286,21,36
9287,9,22
9288,66,3
9289,81,90
9290,40,73
9291,77,58
9292,15,36
9293,50,8
9294,2,63
9295,74,9
9296,60,37
9297,41,33
9298,31,76
9299,82,88
9300,61,60
9301,14,94
9302,85,10
9303,32,45
9304,53,52
9305,39,45
9306,5,70
9307,32,37
9308,73,70
9309,58,20
9310,30,4
9311,78,32
9312,23,61
9313,23,30
9314,34,70
9315,39,78
9316,20,63
9317,44,81
9318,68,61
9319,56,56
9320,26,78
9321,22,34
9322,28,71
9323,53,14
9324,54,96
9325,30,38
9326,47,43
9327,32,80
9328,51,68
9329,94,23
9330,59,55
9331,71,49
9332,1,46
9333,0,50
9334,80,61
9335,45,51
9336,96,19
9337,39,35
9338,66,75
9339,17,5
9340,98,43
9341,66,28
9342,20,31
9343,17,12
9344,77,33
9345,74,82
9346,6,27
9347,57,61
9348,14,58
9349,49,2
9350,12,10
9351,34,49
9352,11,23
9353,53,5
9354,61,42
9355,7,78
9356,18,14
9357,25,21
9358,65,84
9359,92,39
9360,27,76
9361,41,45
9362,23,47
9363,86,28
9364,66,94
9365,41,5
9366,4,37
9367,36,55
9368,47,84
9369,57,32
9370,2,96
9371,84,56
9372,16,93
9373,24,52
9374,79,42
9375,19,58
9376,62,98
9377,96,86
9378,75,34
9379,53,48
9380,65,27
9381,24,94
9382,45,97
9383,34,61
9384,83,72
9385,31,76
9386,62,22
9387,44,17
9388,2,77
9389,2,30
9390,76,78
9391,70,89
9392,79,10
9393,66,83
9394,8,4
9395,27,39
9396,15,8
9397,67,47
9398,73,11
9399,53,11
9400,29,38
9401,10,64
9402,27,99
9403,62,51
9404,78,37
9405,92,95
9406,17,23
9407,58,68
9408,0,64
9409,65,48
9410,84,66
9411,51,7
9412,56,97
9413,62,38
9414,41,21
9415,60,69
9416,61,43
9417,91,97
9418,3,99
9419,83,43
9420,86,93
9421,81,26
9422,82,38
9423,3,19
9424,87,97
9425,33,35
9426,81,91
9427,10,76
9428,24,70
9429,60,16
9430,53,37
9431,60,19
9432,17,57
9433,25,11
9434,40,27
9435,62,60
9436,92,6
9437,50,73
9438,64,9
9439,64,53
9440,27,84
9441,3,63
9442,61,79
9443,60,24
9444,55,44
9445,1,97
9446,26,95
9447,0,64
9448,6,34
9449,89,10
9450,40,10
9451,60,92
9452,34,19
9453,67,54
9454,5,54
9455,42,67
9456,43,17
9457,63,87
9458,31,91
9459,0,49
9460,18,18
9461,51,69
9462,94,57
9463,1,29
9464,0,34
9465,14,2
9466,54,8
9467,13,77
9468,11,16
9469,91,90
9470,30,17
9471,44,46
9472,93,97
9473,56,36
9474,14,50
9475,3,37
9476,79,65
9477,64,20
9478,39,49
9479,27,22
9480,4,32
9481,61,66
9482,45,74
9483,95,45
9484,59,94
9485,6,73
9486,48,4
9487,87,23
9488,28,35
9489,19,38
9490,88,4
9491,80,90
9492,39,71
9493,88,45
9494,95,59
9495,45,43
9496,20,44
9497,42,84
9498,99,22
9499,25,74
9500,42,63
9501,57,99
9502,14,49
9503,58,25
9504,36,23
9505,79,93
9506,72,34
9507,20,65
9508,63,34
9509,92,5
9510,40,65
9511,64,71
9512,17,34
9513,64,38
9514,43,63
9515,25,32
9516,24,10
9517,40,96
9518,31,48
9519,22,59
9520,1,29
9521,21,36
9522,6,79
9523,50,5
9524,81,98
9525,3,0
9526,73,13
9527,35,44
9528,32,79
9529,20,17
9530,25,98
9531,28,41
9532,37,64
9533,79,99
9534,25,23
9535,83,88
9536,75,34
9537,17,9
9538,78,7
9539,3,44
9540,23,81
9541,7,98
9542,37,7
9543,15,52
9544,63,94
9545,33,45
9546,5,61
9547,37,71
9548,77,71
9549,84,13
9550,95,28
9551,84,61
9552,74,29
9553,34,18
9554,88,14
9555,91,60
9556,51,85
9557,77,7
9558,94,45
9559,35,68
9560,44,79
9561,12,81
9562,27,79
9563,33,20
9564,36,50
9565,30,78
9566,93,74
9567,78,14
9568,46,51
9569,60,76
9570,24,93
9571,61,26
9572,27,18
9573,15,66
9574,87,21
9575,36,24
9576,6,10
9577,24,90
9578,19,41
9579,35,62
9580,78,1
9581,43,70
9582,23,38
9583,24,3
9584,8,15
9585,8,30
9586,18,27
9587,69,98
9588,78,34
9589,9,88
9590,8,58
9591,62,0
9592,13,40
9593,94,73
9594,90,29
9595,68,33
9596,27,69
9597,7,37
9598,65,55
9599,87,67
9600,70,45
9601,50,34
9602,86,32
9603,81,84
9604,60,3
9605,6,89
9606,65,5
9607,32,63
9608,60,1
9609,73,64
9610,94,89
9611,4,51
9612,44,9
9613,99,94
9614,19,21
9615,74,72
9616,13,81
9617,77,75
9618,97,17
9619,66,80
9620,1,32
9621,79,85
9622,14,8
9623,75,70
9624,45,35
9625,66,4
9626,72,93
9627,14,23
9628,83,54
9629,87,95
9630,1,64
9631,66,28
9632,82,72
9633,78,44
9634,61,17
9635,7,1
9636,20,82
9637,56,64
9638,95,74
9639,26,29
9640,27,32
9641,37,68
9642,49,76
9643,46,72
9644,2,82
9645,58,62
9646,39,37
9647,87,40
9648,51,77
9649,92,34
9650,12,33
9651,18,84
9652,79,16
9653,88,85
9654,96,68
9655,58,68
9656,66,23
9657,5,70
9658,27,66
9659,61,79
9660,23,19
9661,29,88
9662,13,55
9663,96,60
9664,34,68
9665,88,45
9666,24,55
9667,27,49
9668,62,14
9669,83,74
9670,54,24
9671,22,99
9672,86,21
9673,51,92
9674,60,87
9675,19,40
9676,0,97
9677,72,32
9678,19,63
9679,97,63
9680,1,30
9681,54,8
9682,95,41
9683,3,72
9684,23,68
9685,47,29
9686,87,61
9687,7,58
9688,47,80
9689,42,51
9690,82,60
9691,91,75
9692,19,62
9693,45,32
9694,66,63
9695,68,43
9696,62,90
9697,37,29
9698,67,39
9699,86,81
9700,83,79
9701,65,83
9702,64,35
9703,76,64
9704,38,2
9705,71,71
9706,79,27
9707,22,87
9708,66,40
9709,7,18
9710,80,57
9711,90,46
9712,56,20
9713,10,14
9714,34,91
9715,23,55
9716,58,26
9717,56,71
9718,70,91
9719,34,58
9720,13,31
9721,89,76
9722,86,35
9723,32,2
9724,60,66
9725,96,31
9726,3,73
9727,90,73
9728,55,72
9729,68,72
9730,3,39
9731,70,31
9732,68,70
9733,89,71
9734,35,40
9735,61,0
9736,61,26
9737,1,93
9738,82,17
9739,44,30
9740,17,21
9741,17,11
9742,25,97
9743,65,44
9744,94,43
9745,96,51
9746,29,82
9747,25,62
9748,94,77
9749,63,21
9750,9,82
9751,40,70
9752,71,19
9753,75,55
9754,69,39
9755,94,68
9756,85,96
9757,25,38
9758,20,83
9759,90,99
9760,79,41
9761,37,67
9762,22,49
9763,90,21
9764,18,97
9765,96,3
9766,91,50
9767,64,67
9768,25,26
9769,30,30
9770,58,92
9771,87,32
9772,80,27
9773,37,24
9774,74,11
9775,75,61
9776,77,48
9777,28,3
9778,1,63
9779,77,3
9780,22,22
9781,32,99
9782,24,71
9783,68,77
9784,77,36
9785,79,54
9786,13,65
9787,7,61
9788,14,98
9789,92,20
9790,29,83
9791,76,47
9792,88,30
9793,56,85
9794,70,76
9795,3,87
9796,84,22
9797,40,61
9798,38,65
9799,93,74
9800,9,52
9801,93,35
9802,78,41
9803,73,45
9804,35,34
9805,87,47
9806,68,5
9807,87,22
9808,48,62
9809,38,71
9810,49,68
9811,59,40
9812,18,47
9813,12,11
9814,12,49
9815,18,15
9816,39,22
9817,65,17
9818,81,28
9819,82,58
9820,19,6
9821,9,29
9822,27,4
9823,9,35
9824,54,28
9825,14,54
9826,6,12
9827,14,15
9828,67,56
9829,31,75
9830,38,65
9831,0,80
9832,14,39
9833,46,79
9834,98,98
9835,69,97
9836,78,31
9837,3,26
9838,90,41
9839,52,61
9840,36,97
9841,47,2
9842,26,11
9843,40,84
9844,74,22
9845,2,15
9846,24,88
9847,35,1
9848,13,5
9849,45,6
9850,21,20
9851,79,14
9852,88,35
9853,37,2
9854,57,67
9855,32,59
9856,59,76
9857,22,14
9858,7,98
9859,16,75
9860,49,60
9861,56,29
9862,62,47
9863,26,29
9864,18,3
9865,94,50
9866,59,53
9867,64,8
9868,58,24
9869,2,88
9870,12,62
9871,73,4
9872,52,86
9873,18,64
9874,66,27
9875,67,31
9876,67,98
9877,82,50
9878,92,8
9879,18,1
9880,8,26
9881,48,67
9882,66,22
9883,47,37
9884,94,50
9885,50,22
9886,83,70
9887,6,29
9888,41,25
9889,36,58
9890,0,56
9891,84,86
9892,0,45
9893,24,49
9894,70,58
9895,94,45
9896,91,12
9897,55,85
9898,16,41
9899,60,75
9900,70,72
9901,55,10
9902,54,28
9903,99,86
9904,55,39
9905,3,41
9906,55,65
9907,72,58
9908,88,79
9909,17,4
9910,0,17
9911,79,69
9912,11,44
9913,20,31
9914,95,60
9915,45,83
9916,24,98
9917,79,93
9918,17,35
9919,69,79
9920,87,48
9921,0,61
9922,60,96
9923,7,52
9924,3,3
9925,21,21
9926,2,30
9927,40,5
9928,12,83
9929,3,70
9930,40,51
9931,11,13
9932,94,80
9933,46,50
9934,53,84
9935,0,32
9936,60,86
9937,34,33
9938,28,23
9939,40,60
9940,81,18
9941,21,17
9942,81,4
9943,82,37
9944,66,67
9945,91,75
9946,72,48
9947,17,29
9948,82,78
9949,33,99
9950,88,61
9951,19,88
9952,65,99
9953,39,79
9954,18,10
9955,59,26
9956,58,14
9957,57,8
9958,51,76
9959,20,36
9960,13,83
9961,25,79
9962,90,49
9963,21,55
9964,26,37
9965,11,22
9966,31,52
9967,59,44
9968,92,42
9969,64,89
9970,37,51
9971,33,81
9972,3,50
9973,60,14
9974,50,40
9975,75,23
9976,94,56
9977,41,61
9978,77,13
9979,27,30
9980,25,73
9981,5,76
9982,7,1
9983,95,53
9984,96,84
9985,59,88
9986,79,4
9987,66,10
9988,50,70
9989,87,90
9990,24,58
9991,75,78
9992,11,96
9993,26,64
9994,35,93
9995,8,83
9996,47,84
9997,3,85
9998,90,78
9999,44,80
10000,97,36
